time,abs_peak_current_ka,latitude,longitude
1717229318,11.0,61.0917,27.6128
1717229319,4.0,63.9602,23.8974
1717229319,30.0,63.8866,23.8401
1717229319,13.0,63.8853,23.8303
1717229319,19.0,63.8546,23.7935
1717229319,17.0,63.8846,23.8588
1717229319,9.0,63.8832,23.8564
1717229321,14.0,61.0502,26.8063
1717229321,6.0,60.9994,26.7111
1717229324,6.0,63.5126,23.95
1717229324,2.0,63.4646,23.771
1717229324,5.0,63.5205,23.8627
1717229324,8.0,63.5126,23.9403
1717229324,6.0,63.4765,23.9289
1717229326,6.0,60.8153,21.837
1717229326,5.0,60.8498,21.6747
1717229326,3.0,61.1163,26.8571
1717229327,22.0,61.0471,21.7923
1717229327,17.0,61.0622,21.8506
1717229327,5.0,61.0354,21.671
1717229327,4.0,68.1751,28.7025
1717229328,4.0,67.694,25.0152
1717229328,4.0,67.6971,25.019
1717229329,4.0,67.8062,25.6412
1717229329,3.0,63.6457,24.7535
1717229330,6.0,67.9576,29.1552
1717229330,26.0,61.8652,21.7982
1717229330,15.0,61.8665,21.7855
1717229330,8.0,67.8672,29.0842
1717229331,5.0,61.1389,27.5331
1717229331,2.0,61.0188,27.3768
1717229331,6.0,61.0159,27.6591
1717229331,5.0,64.2605,26.7343
1717229331,6.0,64.2257,26.7281
1717229332,7.0,63.8104,30.167
1717229333,8.0,61.0381,26.7275
1717229333,7.0,61.0833,26.7275
1717229334,4.0,62.0751,21.9988
1717229334,3.0,62.7706,23.6714
1717229335,4.0,63.454,23.9695
1717229336,28.0,61.0134,26.79
1717229336,9.0,61.0011,26.8064
1717229336,11.0,61.0013,26.8072
1717229336,11.0,61.0003,26.809
1717229336,14.0,60.956,26.7846
1717229340,8.0,62.5277,24.1015
1717229342,4.0,61.2355,26.504
1717229342,3.0,63.1208,24.2844
1717229343,24.0,60.6352,21.8391
1717229343,13.0,60.6246,21.8314
1717229343,20.0,60.6871,21.8147
1717229343,25.0,60.6079,21.8589
1717229343,6.0,60.6279,21.8594
1717229343,3.0,60.5053,22.0745
1717229343,4.0,60.6178,21.8895
1717229343,4.0,60.6068,21.9479
1717229345,4.0,63.702,24.7305
1717229345,3.0,63.7047,24.7429
1717229346,4.0,63.4734,23.8614
1717229346,3.0,61.1501,26.9199
1717229346,6.0,61.1477,26.9205
1717229346,3.0,63.197,24.2347
1717229346,3.0,60.4035,23.9767
1717229346,5.0,60.3083,24.015
1717229346,7.0,60.3055,24.033
1717229346,10.0,60.2945,24.0031
1717229346,4.0,60.3404,24.0164
1717229346,3.0,60.3298,24.0056
1717229346,2.0,60.3348,24.052
1717229347,13.0,60.2936,24.0022
1717229347,10.0,60.9883,26.8344
1717229347,6.0,60.9905,26.828
1717229347,8.0,63.5173,23.9565
1717229347,3.0,68.1162,28.6391
1717229348,15.0,61.146,26.8755
1717229348,15.0,61.1166,26.8381
1717229348,6.0,61.1157,26.8372
1717229348,2.0,61.1233,26.8648
1717229348,10.0,61.1304,26.8657
1717229348,5.0,61.118,26.8252
1717229349,6.0,60.9337,26.2947
1717229349,2.0,60.9451,26.3162
1717229349,7.0,60.9469,26.2947
1717229349,4.0,60.8346,26.2569
1717229349,4.0,60.9773,26.3411
1717229349,6.0,60.9588,26.2294
